t,x,y,z,vx,vy,vz
375.0000,217.193808,216.964639,-7.846491,-1.688451,-1.688378,1.147739
376.0000,215.542668,215.313623,-6.754893,-1.615211,-1.613288,1.040287
377.0000,213.959349,213.735421,-5.769527,-1.549994,-1.546316,0.932537
378.0000,212.439767,212.223432,-4.890659,-1.482290,-1.482803,0.825841
379.0000,210.997873,210.772698,-4.110759,-1.402060,-1.413218,0.743473
380.0000,209.620750,209.396162,-3.413252,-1.345080,-1.336919,0.647462
381.0000,208.309954,208.103203,-2.808914,-1.275323,-1.250137,0.560829
382.0000,207.085298,206.886884,-2.285262,-1.180009,-1.177031,0.483146
383.0000,205.943726,205.748385,-1.831880,-1.100493,-1.102879,0.423584
384.0000,204.875099,204.679777,-1.444462,-1.030591,-1.032181,0.352679
385.0000,203.890371,203.691574,-1.123836,-0.944327,-0.942416,0.293870
386.0000,202.977984,202.785469,-0.845852,-0.877053,-0.868569,0.266169
387.0000,202.153192,201.955953,-0.608224,-0.769486,-0.785563,0.209395
388.0000,201.419880,201.218140,-0.418167,-0.694694,-0.690220,0.181916
389.0000,200.770781,200.567366,-0.262722,-0.608638,-0.616370,0.138923
390.0000,200.212109,200.003070,-0.139358,-0.506850,-0.512718,0.105790
391.0000,199.749697,199.531008,-0.050804,-0.413684,-0.427992,0.080496
392.0000,199.378369,199.145643,0.019112,-0.324866,-0.336073,0.065203
393.0000,199.098975,198.852514,0.073035,-0.233058,-0.247688,0.050371
394.0000,198.904909,198.651448,0.115805,-0.149628,-0.154913,0.026680
395.0000,198.794482,198.541850,0.136587,-0.069343,-0.068540,0.013433
396.0000,198.775671,198.527188,0.152561,0.034167,0.031845,0.012321
397.0000,198.848763,198.600042,0.166245,0.117900,0.127150,0.016743
398.0000,199.012775,198.769867,0.177856,0.207573,0.211631,0.015308
399.0000,199.269934,199.030901,0.195127,0.308599,0.312244,0.011240
400.0000,199.626771,199.385937,0.205183,0.410944,0.398245,0.014238
401.0000,200.080894,199.836636,0.212015,0.498345,0.502743,0.007133
402.0000,200.622737,200.386442,0.217506,0.590806,0.592769,0.004480
403.0000,201.262897,201.029538,0.216773,0.688233,0.688542,-0.001236
404.0000,202.001316,201.765606,0.214073,0.782716,0.788022,-0.003124
405.0000,202.830595,202.595408,0.204766,0.868932,0.876795,-0.010452
406.0000,203.737412,203.510408,0.192828,0.957266,0.959513,-0.013949
407.0000,204.737133,204.517064,0.177268,1.050434,1.058935,-0.027055
408.0000,205.837140,205.616852,0.141729,1.154057,1.149427,-0.039748
409.0000,207.040574,206.808272,0.101443,1.246669,1.240328,-0.043829
410.0000,208.328193,208.095754,0.046348,1.331259,1.330510,-0.073488
411.0000,209.708334,209.474208,-0.034889,1.430082,1.423041,-0.085189
412.0000,211.177952,210.936013,-0.136671,1.501384,1.506603,-0.111343
413.0000,212.730380,212.479150,-0.269917,1.598719,1.590118,-0.155216
414.0000,214.368421,214.118199,-0.435977,1.679015,1.689469,-0.171979
415.0000,216.085719,215.849533,-0.628556,1.758880,1.783191,-0.204055
416.0000,217.892947,217.675188,-0.852315,1.853889,1.879668,-0.244154
417.0000,219.793853,219.588383,-1.120277,1.947070,1.945710,-0.302381
418.0000,221.769439,221.573321,-1.449282,2.017773,2.031713,-0.358765
419.0000,223.828435,223.638115,-1.836080,2.100764,2.101534,-0.427545
420.0000,225.973616,225.779511,-2.297862,2.183591,2.183480,-0.488299
421.0000,228.190953,227.995775,-2.821774,2.256652,2.251188,-0.564534
422.0000,230.487900,230.285774,-3.431829,2.338881,2.324921,-0.643306
423.0000,232.863995,232.650138,-4.114817,2.414383,2.399177,-0.727772
424.0000,235.314054,235.082394,-4.887973,2.489923,2.471157,-0.825852
425.0000,237.839469,237.587980,-5.765086,2.551330,2.545227,-0.932075
426.0000,240.418615,240.165194,-6.742467,2.608086,2.610654,-1.034564
427.0000,243.064262,242.812352,-7.830374,2.687264,2.683318,-1.143363
428.0000,245.786386,245.529798,-9.036128,2.745672,2.752468,-1.266336
429.0000,248.564487,248.311906,-10.367589,2.807400,2.811899,-1.405647
430.0000,251.400062,251.153695,-11.838323,2.865194,2.871648,-1.538188
431.0000,254.295825,254.050226,-13.437315,2.920001,2.925790,-1.656247
432.0000,257.246683,256.999055,-15.168167,2.982736,2.976097,-1.804470
433.0000,260.256620,260.007973,-17.053156,3.030603,3.037839,-1.963303
434.0000,263.315107,263.063203,-19.096682,3.087302,3.084084,-2.123205
435.0000,266.421720,266.163211,-21.300586,3.137898,3.121973,-2.284663
436.0000,269.572711,269.306664,-23.658567,3.167147,3.161160,-2.434626
437.0000,272.768710,272.494006,-26.166502,3.217144,3.216551,-2.592333
438.0000,276.003542,275.733505,-28.847922,3.256249,3.256588,-2.774539
439.0000,279.279888,279.011717,-31.701491,3.293673,3.299299,-2.940906
440.0000,282.593375,282.325398,-34.724541,3.330210,3.331483,-3.115790
441.0000,285.932680,285.662395,-37.922260,3.349801,3.344793,-3.278336
442.0000,289.296040,289.018806,-41.281264,3.374613,3.367241,-3.449183
443.0000,292.689373,292.408766,-44.816224,3.411535,3.407268,-3.637398
444.0000,296.110556,295.820210,-48.546045,3.433653,3.427555,-3.818086
445.0000,299.547101,299.257690,-52.450440,3.437258,3.453605,-3.994764
446.0000,302.992091,302.715754,-56.533028,3.455258,3.453483,-4.172511
447.0000,306.451754,306.181789,-60.789869,3.464305,3.474301,-4.336678
448.0000,309.923261,309.671079,-65.209872,3.486348,3.484993,-4.510639
449.0000,313.414647,313.164893,-69.805235,3.490420,3.493016,-4.678125
450.0000,316.898862,316.657556,-74.566516,3.496785,3.490765,-4.831041
451.0000,320.400838,320.154976,-79.484797,3.495457,3.501801,-5.004751
452.0000,323.894982,323.651760,-84.571039,3.488974,3.500023,-5.161151
453.0000,327.385594,327.146003,-89.808086,3.490418,3.488626,-5.323537
454.0000,330.875024,330.631200,-95.192346,3.489774,3.477881,-5.448824
455.0000,334.356166,334.110786,-100.714011,3.471299,3.479740,-5.587009
456.0000,337.825553,337.585754,-106.363775,3.463750,3.465420,-5.714136
457.0000,341.280603,341.047142,-112.130225,3.450767,3.453072,-5.817797
458.0000,344.717695,344.497781,-118.008504,3.430605,3.436000,-5.935476
459.0000,348.140652,347.917964,-123.993114,3.413849,3.399766,-6.027293
460.0000,351.538153,351.309299,-130.066022,3.377090,3.373930,-6.114223
461.0000,354.907800,354.669056,-136.226273,3.359368,3.344737,-6.201488
462.0000,358.253308,357.998916,-142.477009,3.329947,3.314597,-6.297185
463.0000,361.565869,361.297312,-148.797690,3.299762,3.282073,-6.351973
464.0000,364.831359,364.568060,-155.172765,3.248142,3.255351,-6.397435
465.0000,368.058885,367.806635,-161.593286,3.192817,3.223434,-6.439215
466.0000,371.238324,371.016440,-168.046173,3.160039,3.190186,-6.472353
467.0000,374.381503,374.182399,-174.523646,3.121338,3.135456,-6.479623
468.0000,377.485131,377.290283,-181.008398,3.081341,3.086094,-6.487767
469.0000,380.544652,380.345418,-187.494319,3.033605,3.030592,-6.476793
470.0000,383.547199,383.353656,-193.967463,2.974504,2.980687,-6.454081
471.0000,386.505367,386.302815,-200.408154,2.928301,2.920530,-6.426185
472.0000,389.394356,389.198711,-206.814494,2.859863,2.870652,-6.379496
473.0000,392.226021,392.037233,-213.158473,2.796127,2.798661,-6.305700
474.0000,394.997046,394.815806,-219.420516,2.751109,2.752109,-6.221617
475.0000,397.713002,397.533738,-225.596288,2.679431,2.684032,-6.135453
476.0000,400.361633,400.186853,-231.684398,2.616395,2.615309,-6.034274
477.0000,402.950416,402.770160,-237.661729,2.567020,2.557758,-5.914374
478.0000,405.475688,405.290059,-243.504907,2.480172,2.483221,-5.778220
479.0000,407.932865,407.742700,-249.210447,2.421796,2.407872,-5.629474
480.0000,410.306155,410.116501,-254.763076,2.328466,2.335674,-5.465564
481.0000,412.604056,412.418845,-260.151566,2.260201,2.259070,-5.308253
482.0000,414.822257,414.647020,-265.372062,2.170343,2.185112,-5.127304
483.0000,416.964927,416.793107,-270.402210,2.111810,2.099393,-4.929718
484.0000,419.029598,418.858421,-275.233072,2.023201,2.027303,-4.733479
485.0000,421.005992,420.842004,-279.852218,1.932708,1.943746,-4.517789
486.0000,422.905263,422.753437,-284.259731,1.866841,1.866364,-4.283652
487.0000,424.727790,424.574767,-288.429099,1.775656,1.773824,-4.049636
488.0000,426.451878,426.310636,-292.356037,1.680968,1.683091,-3.795133
489.0000,428.086247,427.956282,-296.029979,1.582961,1.601207,-3.542402
490.0000,429.640455,429.511000,-299.443683,1.518372,1.520866,-3.276754
491.0000,431.118448,430.985351,-302.590275,1.429875,1.427045,-3.015523
492.0000,432.510149,432.371586,-305.461745,1.341575,1.337535,-2.723335
493.0000,433.795944,433.666283,-308.049276,1.242589,1.241519,-2.448424
494.0000,434.993161,434.861932,-310.357512,1.139706,1.147470,-2.156037
495.0000,436.085370,435.967480,-312.363241,1.044788,1.057592,-1.846846
496.0000,437.091811,436.983843,-314.057656,0.962300,0.964469,-1.545678
497.0000,438.009015,437.907846,-315.453575,0.858575,0.875100,-1.240120
498.0000,438.824973,438.741906,-316.535633,0.770744,0.787987,-0.923521
499.0000,439.548054,439.480833,-317.311700,0.681386,0.690470,-0.620588
500.0000,440.188247,440.125037,-317.771972,0.599924,0.601341,-0.294687
501.0000,440.734972,440.678461,-317.915781,0.503010,0.504639,0.012084
502.0000,441.188863,441.141640,-317.748770,0.407622,0.408907,0.316153
503.0000,441.550966,441.501125,-317.275465,0.316798,0.319166,0.628714
504.0000,441.822711,441.768118,-316.496085,0.220869,0.216354,0.927429
505.0000,441.989027,441.935593,-315.411729,0.114236,0.118642,1.247031
506.0000,442.064922,442.010050,-314.017883,0.034319,0.036200,1.543109
507.0000,442.055367,441.996183,-312.326119,-0.051994,-0.060979,1.849298
508.0000,441.952928,441.893916,-310.325422,-0.152254,-0.142253,2.153206
509.0000,441.749679,441.704291,-308.021602,-0.252821,-0.234953,2.448783
510.0000,441.454474,441.416991,-305.425690,-0.338689,-0.337379,2.742327
511.0000,441.074154,441.041269,-302.545675,-0.428427,-0.429664,3.019956
512.0000,440.606696,440.571364,-299.396152,-0.513582,-0.507513,3.282990
513.0000,440.045208,440.023879,-295.982793,-0.607304,-0.587383,3.548368
514.0000,439.392712,439.383787,-292.305142,-0.701445,-0.689157,3.808986
515.0000,438.650585,438.651139,-288.376560,-0.785965,-0.772627,4.051374
516.0000,437.823099,437.837798,-284.204389,-0.867851,-0.855255,4.290838
517.0000,436.912771,436.940461,-279.805390,-0.957621,-0.942071,4.509503
518.0000,435.921243,435.953070,-275.191392,-1.034736,-1.025873,4.718921
519.0000,434.852086,434.889135,-270.369430,-1.098488,-1.098987,4.929686
520.0000,433.710477,433.745111,-265.341076,-1.174493,-1.180176,5.119864
521.0000,432.492437,432.527558,-260.130089,-1.260705,-1.253190,5.301872
522.0000,431.191297,431.229805,-254.733263,-1.346766,-1.340948,5.486170
523.0000,429.806294,429.850336,-249.174095,-1.425205,-1.416078,5.631143
524.0000,428.341498,428.394006,-243.467812,-1.507787,-1.491080,5.771432
525.0000,426.810855,426.870955,-237.628278,-1.558839,-1.555749,5.902316
526.0000,425.221152,425.281276,-231.663341,-1.625813,-1.616578,6.019274
527.0000,423.566875,423.629561,-225.594285,-1.679084,-1.680490,6.121042
528.0000,421.855143,421.913546,-219.420346,-1.751398,-1.744937,6.225461
529.0000,420.074243,420.136740,-213.155973,-1.811202,-1.802409,6.303901
530.0000,418.237292,418.307523,-206.820584,-1.863616,-1.868039,6.373453
531.0000,416.344608,416.409300,-200.423390,-1.922701,-1.935653,6.411321
532.0000,414.399130,414.454401,-193.992829,-1.971820,-1.981718,6.447974
533.0000,412.394043,412.455970,-187.530490,-2.026719,-2.018407,6.469103
534.0000,410.336662,410.408438,-181.060916,-2.083931,-2.076675,6.472992
535.0000,408.233561,408.313310,-174.589041,-2.119229,-2.117048,6.475334
536.0000,406.087402,406.172571,-168.110468,-2.168805,-2.162254,6.474684
537.0000,403.899379,403.985426,-161.641678,-2.209702,-2.215240,6.456584
538.0000,401.666679,401.754430,-155.207603,-2.256938,-2.254498,6.403310
539.0000,399.387251,399.489440,-148.830055,-2.298333,-2.286070,6.352969
540.0000,397.070816,397.186341,-142.510040,-2.336689,-2.322413,6.278281
541.0000,394.729649,394.850310,-136.263958,-2.352437,-2.340407,6.218900
542.0000,392.364447,392.486226,-130.086063,-2.373250,-2.380164,6.135194
543.0000,389.973955,390.093146,-123.990210,-2.404866,-2.412888,6.053212
544.0000,387.560743,387.670984,-117.989724,-2.421863,-2.430097,5.941060
545.0000,385.123940,385.229788,-112.108007,-2.449245,-2.454739,5.823231
546.0000,382.672966,382.772305,-106.342620,-2.462510,-2.460702,5.711058
547.0000,380.204013,380.299861,-100.688623,-2.481780,-2.478048,5.581277
548.0000,377.727524,377.816688,-95.184354,-2.480891,-2.481853,5.427618
549.0000,375.244425,375.330413,-89.822503,-2.490684,-2.491187,5.300217
550.0000,372.746774,372.837865,-84.590020,-2.496934,-2.491339,5.158888
551.0000,370.248530,370.343286,-79.510238,-2.507623,-2.501399,4.999271
552.0000,367.734189,367.841449,-74.587769,-2.506012,-2.498174,4.841089
553.0000,365.233085,365.342999,-69.831472,-2.486646,-2.504695,4.669482
554.0000,362.753885,362.850897,-65.238366,-2.476377,-2.491151,4.511817
555.0000,360.280450,360.365455,-60.816763,-2.472624,-2.476044,4.336465
556.0000,357.818088,357.894160,-56.565298,-2.451917,-2.459684,4.160774
557.0000,355.377255,355.436101,-52.491671,-2.431796,-2.458066,3.985762
558.0000,352.947689,352.991266,-48.584410,-2.431680,-2.425063,3.818407
559.0000,350.528114,350.572394,-44.860567,-2.410194,-2.401985,3.636049
560.0000,348.124184,348.182609,-41.314471,-2.401731,-2.376964,3.452870
561.0000,345.748044,345.821675,-37.939851,-2.358330,-2.355350,3.295152
562.0000,343.401011,343.486869,-34.738572,-2.340298,-2.322413,3.114283
563.0000,341.084353,341.179512,-31.712871,-2.290810,-2.291399,2.932740
564.0000,338.814247,338.903411,-28.866137,-2.243211,-2.254370,2.768359
565.0000,336.582876,336.675197,-26.176898,-2.213653,-2.208735,2.605151
566.0000,334.388173,334.484271,-23.654968,-2.172198,-2.166609,2.437710
567.0000,332.244670,332.336789,-21.295460,-2.128522,-2.128059,2.272170
568.0000,330.140933,330.233110,-19.099429,-2.076282,-2.079552,2.108915
569.0000,328.089191,328.183597,-17.059955,-2.027100,-2.025124,1.962984
570.0000,326.086655,326.182823,-15.167359,-1.984514,-1.982047,1.821183
571.0000,324.129563,324.224323,-13.423021,-1.925667,-1.937519,1.666887
572.0000,322.234941,322.326776,-11.832745,-1.867355,-1.861283,1.512602
573.0000,320.395440,320.495065,-10.374569,-1.806864,-1.805949,1.390206
574.0000,318.613621,318.717995,-9.042656,-1.749881,-1.743252,1.261795
575.0000,316.895183,316.999741,-7.833355,-1.683742,-1.685886,1.158382
576.0000,315.245151,315.344573,-6.744482,-1.615883,-1.627161,1.029456
577.0000,313.664240,313.756466,-5.763240,-1.549097,-1.556835,0.943531
578.0000,312.154132,312.242898,-4.870439,-1.473190,-1.470699,0.833863
579.0000,310.712832,310.803237,-4.089672,-1.400109,-1.402628,0.730436
580.0000,309.347625,309.430104,-3.398122,-1.326508,-1.334199,0.654935
581.0000,308.051182,308.129524,-2.790429,-1.254221,-1.260343,0.560563
582.0000,306.833045,306.901372,-2.271760,-1.183395,-1.185437,0.483330
583.0000,305.687270,305.751308,-1.822941,-1.106127,-1.113334,0.417180
584.0000,304.623390,304.675217,-1.439261,-1.018239,-1.025426,0.362725
585.0000,303.643377,303.692203,-1.110777,-0.951125,-0.943058,0.303144
586.0000,302.737735,302.793752,-0.836479,-0.860325,-0.858353,0.246438
587.0000,301.919812,301.972840,-0.613614,-0.771883,-0.771754,0.201332
588.0000,301.179987,301.242725,-0.431437,-0.704439,-0.685498,0.170675
589.0000,300.523666,300.596000,-0.277574,-0.613805,-0.602571,0.134089
590.0000,299.960351,300.025322,-0.160142,-0.513930,-0.529366,0.101738
591.0000,299.488920,299.543567,-0.072948,-0.429246,-0.439785,0.073264
592.0000,299.105749,299.154077,-0.004376,-0.338446,-0.335397,0.056568
593.0000,298.817429,298.862992,0.045181,-0.240526,-0.246105,0.046307
594.0000,298.619111,298.662981,0.079808,-0.157207,-0.153018,0.027882
595.0000,298.501065,298.558460,0.102440,-0.070275,-0.056638,0.025020
596.0000,298.481455,298.538215,0.110773,0.021978,0.021972,0.004751
597.0000,298.554332,298.610756,0.119762,0.127641,0.116604,0.013153
598.0000,298.728721,298.778626,0.130183,0.214793,0.221692,0.010533
599.0000,298.988252,299.040528,0.136988,0.312179,0.309336,0.008337
600.0000,299.351846,299.397245,0.137131,0.405958,0.410992,-0.003944
601.0000,299.797536,299.851239,0.139743,0.495975,0.501472,0.005100
602.0000,300.342445,300.402982,0.145627,0.589409,0.598050,0.005017
603.0000,300.973956,301.039758,0.154890,0.671942,0.680370,0.011123
604.0000,301.697361,301.773004,0.162190,0.775029,0.785785,0.007750
605.0000,302.514771,302.598090,0.165254,0.861094,0.867485,-0.003410
606.0000,303.424745,303.511622,0.151925,0.950681,0.957204,-0.022803
607.0000,304.428425,304.521371,0.127832,1.061703,1.070485,-0.025046
608.0000,305.540260,305.634783,0.100994,1.153283,1.161714,-0.041223
609.0000,306.735857,306.837967,0.057869,1.242068,1.244623,-0.043971
610.0000,308.025883,308.133075,0.005277,1.336924,1.332053,-0.059480
611.0000,309.405379,309.518264,-0.061346,1.428545,1.435218,-0.085854
612.0000,310.876655,310.994278,-0.163497,1.516112,1.517602,-0.108901
613.0000,312.433597,312.550992,-0.279940,1.600920,1.597562,-0.124146
614.0000,314.077583,314.187649,-0.417142,1.690211,1.682251,-0.147294
615.0000,315.811017,315.916490,-0.587541,1.773013,1.769157,-0.200084
616.0000,317.626904,317.732046,-0.802731,1.861110,1.865161,-0.236357
617.0000,319.524178,319.638188,-1.070539,1.943184,1.940883,-0.299606
618.0000,321.508088,321.620405,-1.398707,2.027027,2.018249,-0.360482
619.0000,323.580433,323.675656,-1.785616,2.114855,2.092611,-0.426415
620.0000,325.729386,325.819958,-2.239881,2.181315,2.195779,-0.482095
621.0000,327.948758,328.047285,-2.754742,2.263410,2.256185,-0.561761
622.0000,330.247215,330.344399,-3.355613,2.342212,2.336495,-0.649642
623.0000,332.616662,332.731944,-4.044525,2.410614,2.422732,-0.733988
624.0000,335.066241,335.190750,-4.827103,2.480998,2.493822,-0.836500
625.0000,337.582886,337.715229,-5.713830,2.557225,2.558095,-0.930054
626.0000,340.171481,340.309034,-6.700657,2.621729,2.624566,-1.048122
627.0000,342.821643,342.966679,-7.800352,2.686828,2.686545,-1.155025
628.0000,345.539019,345.690604,-9.017073,2.750162,2.758510,-1.278752
629.0000,348.323023,348.476522,-10.353182,2.827675,2.818801,-1.390995
630.0000,351.181183,351.317326,-11.812148,2.881938,2.861156,-1.530712
631.0000,354.083570,354.207455,-13.410112,2.930054,2.917300,-1.660478
632.0000,357.035456,357.149570,-15.141737,2.977455,2.969103,-1.807006
633.0000,360.038819,360.153105,-17.022185,3.032321,3.030836,-1.955828
634.0000,363.094194,363.213712,-19.055565,3.071477,3.084623,-2.106348
635.0000,366.189214,366.320266,-21.247738,3.119113,3.128902,-2.268551
636.0000,369.337806,369.479226,-23.591350,3.171442,3.188533,-2.425691
637.0000,372.531312,372.675498,-26.101160,3.223327,3.215218,-2.602488
638.0000,375.776373,375.914083,-28.785895,3.257359,3.257942,-2.765556
639.0000,379.043098,379.186902,-31.638924,3.280729,3.290340,-2.942859
640.0000,382.339163,382.486435,-34.670464,3.316371,3.317263,-3.128709
641.0000,385.674426,385.823206,-37.884864,3.357203,3.358405,-3.307992
642.0000,389.040991,389.192911,-41.271781,3.379366,3.383384,-3.466903
643.0000,392.437677,392.586523,-44.815810,3.408583,3.398449,-3.626373
